n: 5, k: 500, t: 500
Entropy, Approximation Gap
1.350192864262389, -1.3295419668217462e-07, 7.287035402785765e-11
1.1786126397417191, 6.634160554081672e-08, 9.296072189239233e-11
1.2271116731606333, 1.1654395057158144e-06, 1.5494508581353529e-09
1.7883164763244743, -1.8477785772596783e-06, 9.52635045426266e-10
1.0432002154709177, -1.6112095401300308e-06, 1.04200973761651e-09
1.7166450199436745, -2.7503725412519324e-06, 7.943673902734562e-10
1.1054672209267395, -2.9024224641760114e-07, 7.879659503094765e-10
1.4410911022301858, -1.488044131541117e-06, 1.2262982080799793e-09
0.896295542092358, 1.8088366141729772e-07, 1.102736088842376e-10
1.0687369705350673, 7.400542409411179e-07, 1.269981050982643e-10
1.6194122412341216, -1.0591092993289678e-06, 6.585267013258704e-10
1.613384874321954, 2.5754281448047876e-07, 4.6378884478552596e-10
1.344176363188018, 2.2904055578576758e-07, 4.796245388476601e-10
1.228548358921921, 3.405308481920474e-07, 7.346620793165931e-11
1.1110505563059037, -1.2541270217131916e-06, 2.213888946045315e-10
1.3104481655392353, -1.4049223315315459e-06, 4.539782869010292e-10
1.4857809689471886, 1.1265674768205688e-06, 3.852261004034862e-10
1.152051054002429, -4.090542859377791e-07, 1.4600657335281885e-10
1.6134251285237977, -8.615592863181001e-07, 4.0378733337639514e-10
1.1485139192349567, -6.728690163805602e-07, 1.7660347300356297e-09
1.3912381974931602, 8.16093040533684e-07, 4.1595837888937985e-10
1.6656930946560518, 1.9672870013059394e-07, 9.361027368324276e-11
1.3091442052105076, -4.764425762545669e-06, 1.0829313013547334e-09
1.4716915778161737, -3.0126488466892486e-07, 6.041758515773282e-10
1.435449193808899, 2.4978275727452904e-08, 5.544932365572782e-10
1.3973834268381506, 5.938760268975741e-07, 6.168197450575556e-10
1.0125412258492745, 7.077115034232377e-07, 6.819950521338861e-11
1.55292267803197, -5.059863516440187e-07, 2.9045023680214477e-10
0.9293820846529492, 7.67185922438927e-08, 5.5306343637118654e-11
1.6723972483862428, -4.259759324783614e-06, 1.560444618829769e-09
1.6143148041716693, 7.591016206569702e-07, 3.870655094013922e-10
1.1335105970255945, 2.1809280963946005e-07, 1.990552544792716e-10
1.2208650490256814, 6.237431754700237e-08, 4.53893821855496e-10
1.459350743824975, -4.458576114763687e-07, 8.942428854123664e-10
1.074624783039869, 4.388486537609042e-08, 1.8883881198947092e-10
1.1499997138651488, -3.6121158443552456e-08, 6.401862319137274e-10
1.616485867965628, -4.013368851748502e-07, 1.6331072293130375e-10
1.360594778524294, 8.564347971220853e-09, 3.365133164705858e-11
1.2807063112050192, 4.632957009610778e-07, 4.846936644716107e-11
1.1602157964746203, 2.538744289058996e-06, 1.5942227891337112e-09
1.1247157244357786, 3.2447702280003183e-09, 1.656839294553323e-11
1.2176875728350338, -1.9244147485378755e-07, 2.0314315427824467e-10
1.6589939846056505, 1.0881461834039713e-07, 5.793894199116367e-10
1.6657675321074479, -7.8547374043448e-07, 6.224010714674414e-10
1.2979509581221271, 1.386055891233302e-07, 5.493215700734099e-10
1.1398686626386418, -4.915941210213628e-07, 5.670409610574725e-10
1.6401298356280765, 2.4950655193625818e-08, 1.1335819446683481e-09
1.3256197917556778, -6.969695090328662e-08, 3.669156842929061e-10
1.3136195538696769, 1.9740631044309673e-07, 1.134810594611771e-09
1.5730870415272609, 1.4106113104962404e-06, 9.725160521182642e-10
1.519624963198627, -1.900974683093918e-06, 3.389373560578403e-10
1.6669846337479897, 4.815520988898643e-07, 4.825002659224778e-10
1.1664123008520282, -3.097505012592672e-06, 1.5362025542091438e-09
1.6600816037373651, 1.514023218176987e-06, 1.2678097218091883e-09
1.5136237398109533, 2.1968724065525206e-07, 1.2622237185373774e-09
1.2838059045125327, -2.565922371137412e-07, 6.250438389860725e-10
1.3176323732385078, 3.645560251073842e-07, 1.5396501512685967e-09
1.403416690932152, 2.768228426671334e-07, 1.5971524005144004e-09
1.6139404830084545, 2.3313817129843937e-07, 3.1833685767109e-10
0.9993080943766038, -1.3418299437055593e-06, 2.9678927266405637e-10
1.34239103005829, 1.3547231834341042e-07, 1.7262896634227679e-09
1.0961302575423608, -1.3541690998369985e-07, 1.2944935450476226e-09
1.3172453587006845, -4.2669915414542516e-07, 1.7651344541084178e-10
1.5780547078817961, 1.2001554320950634e-06, 1.003497420718673e-09
1.3713029278479838, 6.479675513051115e-07, 6.025288838199097e-10
0.9727071567946176, -6.887280029565403e-07, 1.7722528459422453e-09
1.078746684861896, -6.619065180453922e-07, 2.2714666971890111e-10
1.4780944457533132, -5.601951059116799e-07, 3.4214080150979246e-10
1.558775845817658, 1.5285092603275281e-06, 1.717507638515883e-10
1.5885060915571168, 2.6213114663968846e-06, 5.214502272224376e-10
1.476502998873784, 8.602105408690884e-07, 5.375935876915036e-10
1.4557618849816394, 9.562015407700236e-07, 1.452098455974343e-10
0.8822668153610618, 1.0205180572398818e-06, 1.7819660750849624e-09
1.1575366375072667, 1.9879407009894847e-07, 1.3303838094014826e-10
1.6111161432704253, -3.5629200057870823e-07, 1.6647837275057613e-10
1.661567609681038, -5.549790762324382e-07, 4.256076493975658e-10
1.0896586764751501, -7.905137549034411e-08, 7.102670304490611e-11
1.5846794397469253, 1.910205896292866e-06, 9.287853770126531e-10
1.6389473752585348, -6.389303029358485e-07, 6.861057416651661e-10
1.0396092493447449, -2.1430459405328615e-07, 3.615000042526609e-11
1.6097058696470938, -1.2738762859881444e-07, 6.777224439876968e-10
1.330579738858562, -5.876801089263785e-07, 5.404057175861598e-10
0.9171260455360073, -1.608218093487111e-07, 1.1924453414992275e-11
1.713833102829088, 7.685614559532934e-07, 6.970073553037409e-10
1.1519347355017364, -1.409239319118694e-07, 1.4715113286271854e-09
0.8690760076403592, 8.30752607187973e-07, 1.7178442333442949e-09
1.4405472753154922, 2.277122773390147e-07, 4.1726795683391963e-10
1.1899734616600592, 1.0286370843565543e-06, 3.776002997625083e-10
1.2826557628656199, 9.382076870306086e-08, 5.055071420796155e-10
1.2273862909084026, -8.867308035497942e-07, 7.297417159851389e-11
1.6029317185042795, 8.165649786407734e-07, 1.5136647142422371e-10
1.2685597082602187, -1.0934105000796693e-06, 1.0706462695643276e-09
1.307880296235874, 3.601599743772611e-07, 8.532842453073182e-11
1.516473361699937, -1.4961402181941221e-06, 2.413365257317873e-10
0.9227547976682147, -1.6421718994371037e-06, 1.7232341902170475e-09
1.5861991716809274, 2.6656867909623873e-07, 8.393741592014887e-10
1.5536303753920115, 2.10139020459601e-06, 8.554114783012928e-10
1.2018771180118621, -2.4625199362617197e-07, 1.8124455779719418e-09
1.2168537632931693, -2.3860475829806267e-07, 9.298671504519935e-10
1.3566003764775294, -1.790644333122315e-06, 6.607460534507041e-10
1.6602924635808989, -2.472724717980193e-07, 1.146376276187338e-09
0.9526528482474153, -3.659661790840966e-07, 5.2038529117009124e-11
1.268943052350973, 9.46585327499598e-07, 1.1973449223847711e-09
1.6353459195114293, -3.0653097296172847e-07, 4.98034236155856e-10
1.3749947927566828, 1.578474073082681e-06, 1.0341253588214583e-09
0.9156770077502043, -1.2741053849300255e-06, 8.670004433048611e-10
1.3820813571110726, 6.959241534518059e-07, 1.4645058495717147e-09
1.661759116372518, 9.282989331807284e-07, 9.578098305702495e-10
1.4409962573602748, -4.956637745449601e-07, 8.206974742334884e-10
1.0097655503272138, -8.801496441185401e-08, 4.94880195481963e-11
1.5387023628008742, -1.628285250584423e-07, 1.2723668955122599e-10
1.264394869078701, -1.3961023423848362e-06, 1.741733280843092e-09
1.6844776489451951, -2.995073066568303e-07, 5.806672034817787e-10
1.5890783510951525, -5.189663881957265e-07, 5.722263171285922e-10
1.3767477215758164, 6.082978177139291e-07, 4.808598227107742e-10
1.1697468203360177, 1.227905995654584e-06, 4.4756377341126027e-10
1.3315628869030625, 1.1908487779819339e-07, 6.12567367458137e-10
1.441546624398669, -2.706270985550457e-07, 7.930186161604971e-10
1.6228968425587158, -9.059715232076726e-07, 1.7180229153985279e-10
1.3852061667127304, -9.175066482162412e-07, 7.973057681232769e-10
1.2132896797607813, -1.431430471654352e-07, 7.343087865668558e-11
1.3745651932811755, 1.1615568966167267e-06, 7.365910586368225e-10
1.579665505703972, -2.841864993393612e-07, 1.1988693092603161e-09
1.5323920492454406, -1.0715998577848673e-06, 6.695378469615649e-10
1.2152327078726803, 6.37745353316933e-07, 1.449359100916042e-09
1.6335750771881021, -1.6709155734662103e-06, 1.1005807664926767e-09
0.9696659798675109, -1.3796803882489202e-06, 3.980756584232031e-10
1.1170912482706488, -3.9712009791514533e-07, 2.6286577910862786e-10
1.3122799437305772, -3.5367230230425513e-06, 1.4400837988422005e-09
1.1628601233569245, 1.1719730809896476e-06, 2.5670348049043243e-10
1.7153248554241887, -1.0642798930130722e-06, 1.4282423809982344e-09
0.7685808310871389, -3.7168424449110377e-07, 8.621580825141534e-11
1.1254773987230844, 9.710026515775978e-07, 8.207395719640905e-10
1.4070120433157507, -3.493799894159937e-07, 1.6366339432647e-10
1.2637880989026526, -1.2098583818859242e-06, 1.738315588180198e-09
1.348785834673428, -2.724564694877629e-06, 3.557720500394244e-10
1.4228305013310605, -2.658119218154582e-06, 1.61701447155447e-09
1.5640129276397559, 2.20105775131195e-06, 4.040431214733973e-10
1.3879277148109628, 1.4401416182971146e-06, 3.474892498904128e-10
1.328926813511449, -5.435609485539489e-07, 1.7135950560742143e-09
1.650067025235004, 1.5312748927745329e-06, 1.8982970483715108e-10
1.4123930560187534, 1.3905839590412842e-06, 1.129111730999719e-09
1.5306767787434674, -2.003401438151263e-06, 1.175747242410975e-09
1.4516236825199653, 1.1128676508398867e-06, 6.19876347009217e-10
1.6764817356427038, -6.976444417433481e-07, 3.36561907183914e-10
0.8845155410992822, -3.69782550594362e-07, 5.401025588649565e-10
1.634808370885975, -9.284687084025737e-07, 5.346564211597838e-10
1.328843365362474, -1.6197890769738862e-06, 1.6861412807439233e-09
1.0324136897921545, 4.21811968210963e-07, 1.5473263352148227e-10
1.563286785369336, 3.1547696688191744e-07, 7.887404471718584e-10
1.3272638913262305, -3.530635783176262e-07, 3.7664094683714046e-11
1.6044034852231672, 2.788382191915595e-08, 1.1508741781161803e-09
1.0272608486394548, 3.6804156769000344e-06, 1.5113092999116575e-09
1.3617511969326979, 2.3563717695874957e-06, 1.658307737324369e-09
1.2567838261613566, -1.1661039978791615e-06, 2.638111612165593e-10
1.3670853398070153, 6.815010335400513e-08, 5.230553473746952e-10
1.2414734019872493, -8.39223091985962e-07, 1.6932110049987237e-09
1.2591176570664286, 5.071592268406803e-07, 7.158977952142391e-11
0.9684155002858171, 2.336725214369709e-07, 2.738606209516626e-11
1.3325383691968515, -9.342129545169744e-07, 1.025255131118473e-09
1.2924333896979592, -1.2753074950037677e-07, 1.1112830906310795e-09
1.390617869235198, 4.928914119224107e-07, 4.3545083758057053e-10
1.448107551778208, -5.437352008412835e-07, 3.9158680991067106e-10
1.605004682538678, -3.2960049645747687e-07, 9.678176970438573e-10
1.4505038623915236, 1.5600579686765495e-06, 1.1409033782244728e-09
1.3154152979624014, -3.485563081372844e-06, 1.4207232390017787e-09
1.6788153497570897, 8.360090861181461e-07, 4.0528542569635015e-10
1.8566469706578015, -1.2776004613733265e-06, 7.344814417919337e-10
1.1174744070745, 8.295139106811984e-07, 6.284167129351356e-10
1.0729922701780978, -4.16282381170324e-07, 2.9314374016452477e-10
1.273413169969801, 1.030486032700159e-06, 1.1536721060516613e-09
1.270600952786445, -1.0442717313503239e-06, 1.0563965104767804e-09
1.4038587047531312, -8.754132509604741e-07, 6.241087718683429e-10
1.3079958201707726, 1.2753858342445966e-06, 1.6065990336534895e-09
1.5230178006964097, 5.601871671643709e-07, 4.911371836415819e-10
1.1732275185646035, 8.476987984607356e-07, 7.277716964142845e-10
1.246080053233904, -3.912500070136876e-07, 4.200794544066222e-10
1.62146598857451, 9.320896147516619e-07, 1.1398679882940774e-09
1.186425467225687, 2.580951082237772e-06, 1.6728355559900458e-09
1.1327529900988615, 3.1045115652181474e-07, 9.923846792407793e-11
1.2855731789162448, -3.519326017818283e-07, 1.8413445687908564e-09
0.9713638757971959, -1.7778013560881291e-06, 1.4740979051117316e-09
1.1438013283240795, 1.8668362879695102e-07, 2.932464688870328e-10
1.6088178062630916, -1.240453333881537e-06, 1.7536866609961922e-09
1.065591646572042, -4.2359134649668e-07, 6.685284427653232e-11
1.4893129568988157, -7.729060544689725e-07, 9.880158444824352e-10
1.5962210714096734, -1.3471470454452129e-06, 1.0407201837138024e-09
1.1930258198664467, 1.022895645185419e-06, 4.4987092032150585e-10
1.4095220473087229, -9.10036023481449e-07, 1.7144876423381755e-09
1.2368108835184386, -6.923524864452778e-08, 1.3514141910125367e-09
1.7195769274014712, -1.3874508177384718e-06, 2.663086637045138e-10
1.5752736160169838, 3.695568925735689e-07, 8.633693157610327e-10
1.186858482846917, -2.679217954112209e-07, 1.2470878305923644e-09
1.4441831248971895, -4.0045841997325934e-07, 8.137601225106098e-10
1.2177167245522476, 8.216927692604648e-07, 3.6546078857633624e-10
1.3314448052346974, -9.932800061445123e-07, 6.044360471391206e-10
1.178807588030066, -6.926438410101653e-07, 1.2474271825553714e-09
1.3126394817139677, -2.2099806279313493e-06, 6.591259892554002e-10
1.7384417638236467, -2.0652486857887127e-07, 1.3784267631639644e-09
1.4929204554318396, -1.0809601164704413e-06, 8.54658564429636e-10
1.474563372989485, 1.379197648337741e-06, 1.2920682835552023e-09
1.4848657965106384, -4.910270145996798e-07, 1.5017978379539855e-09
1.331288627716119, -8.535615901092787e-07, 8.341969319937555e-10
1.3712196396669156, 3.6204728097594254e-07, 5.986947324854717e-10
1.3147581351981548, 2.55632410749233e-07, 2.886802892348986e-10
1.3428732591642842, 4.967632312332663e-07, 8.964466702693341e-10
1.2005030512285428, 1.160179285542171e-08, 1.8639322537820436e-10
1.083539387057439, 1.9057657836169056e-07, 4.3475955615210836e-11
1.424131016244845, 1.280719294509588e-06, 3.436300971655854e-10
1.7021615877654355, -1.3343723908913958e-07, 1.1563048330246947e-09
1.2122737420186376, -1.2723505466924467e-07, 3.172811489618899e-10
1.5786663184499747, 1.5436850594836434e-06, 8.123951257499003e-10
1.1524693240595296, -5.902119121530113e-07, 6.052094147896933e-11
1.3669755755531539, 6.655595910243908e-07, 1.5101179441682165e-10
1.1001747834771438, 1.1127414685819527e-07, 1.7757158778291865e-10
1.7168339545150637, 1.2763671772880785e-06, 8.767437197419834e-10
1.6849881024520137, 1.469989705254639e-06, 7.712472069678917e-10
0.7222873404850213, 4.7345033168461706e-07, 1.5105217722588397e-10
1.00419164710793, 1.1479335826993753e-08, 4.425306821121799e-10
1.1181270740282812, -1.5704797237315644e-07, 3.0880656535784887e-10
1.1747135235320203, 1.3998977831301373e-07, 1.5254764769494179e-09
1.0056115957284575, -2.5768319907747876e-06, 1.5440701174181354e-09
1.371981099295401, -9.040028317470915e-07, 7.143083264469954e-10
1.6429713575355447, 1.2026449328507795e-06, 6.332950856433039e-10
1.0528129762463816, 3.1024861048739287e-07, 1.0668991028706391e-10
1.335858656019801, -6.08314381539849e-07, 6.33271662088948e-10
1.3874537995808527, 2.668359835704821e-07, 1.4077540559249957e-09
1.342261838787885, -1.925473967825756e-06, 9.911860753788104e-10
1.6376024051501272, 4.047957886648629e-06, 1.2869531118209405e-09
1.3269623936965496, 2.1422116626573693e-06, 1.4111463081261137e-09
1.4631133260185538, -6.47287792591713e-07, 8.193759535038631e-10
1.5103636979714337, 1.0431855674972747e-06, 2.405080163752618e-10
1.5890331019181314, 5.781054121555976e-07, 8.097849145151912e-10
1.5805004589140086, 2.1775568934026248e-06, 1.1104666454021914e-09
1.5256283153904195, -2.8136367343937925e-06, 1.2998377007753805e-09
1.2658676755957576, 4.396512686804775e-07, 9.88410433839013e-11
1.123855042014851, -8.091479170012473e-07, 1.4336163344167287e-09
1.5404538172829456, 1.4531651980836954e-06, 1.4069370367770758e-09
1.6494682133540333, 8.011273037051053e-08, 3.1782823457275297e-10
1.1903541850585344, -2.115410519974323e-06, 1.1775343416711899e-09
1.551142909666996, -1.6698665809048237e-06, 1.3480588887975398e-09
1.3696589527227656, 4.843599943667791e-07, 2.9876555253091007e-10
1.2228447587581195, 2.45653391178641e-07, 1.7812521440073491e-09
1.439747252069893, -4.0859957090827906e-07, 4.5044448051803556e-10
1.5894859234220884, 2.3059257181678105e-06, 1.6745039348379349e-09
1.5922326329672747, -1.077147379978535e-06, 1.2938254998487919e-09
1.507975577550922, -8.899162557320321e-07, 1.907432922801524e-10
1.2080433682725424, 3.6987264162834663e-07, 1.7502653770355746e-09
1.4872945390647787, 1.2443722846415878e-07, 4.4118113007230364e-10
1.522272268265261, -1.618119509079728e-06, 4.0347013137239274e-10
1.604778082929044, 1.3788804711651397e-06, 1.0497154859822927e-09
1.2409405433337148, 2.1112969221063756e-06, 7.170293658509917e-10
1.3142121088172356, -3.4932708180651223e-07, 7.285123209813712e-11
1.5809777944913763, -1.4103003220220847e-06, 2.8191670989308713e-10
1.257605734102506, -1.5263297947932188e-08, 3.351337137930653e-10
1.2698859462188177, 3.821679027698862e-07, 2.8850436708759944e-10
1.6383868026989472, 1.6957932346628098e-06, 6.011163407315667e-10
1.2898082596989424, -7.676409615830017e-07, 1.4512429677748025e-10
1.1886178684547197, -8.93041457799409e-07, 1.266169935950956e-09
